Bill of Lading Number,Shipment Date,Matching Fields,Shipper,Shipper Address,Shipper City,Shipper State/Region,Shipper Postal Code,Shipper Country,Shipper Full Address,Shipper Email 1,Shipper Email 2,Shipper Email 3,Shipper Phone 1,Shipper Phone 2,Shipper Phone 3,Shipper Fax,Shipper Website 1,Shipper Website 2,Shipper Profile,Shipper SPCIQ ID,Shipper MI Key,Shipper D-U-N-S®,Shipper Industry,Shipper Revenue,Shipper Employees,Shipper Market Capitalization,Shipper Incorporation Year,Shipper Trade Roles,Shipper SIC Codes,Shipper Stock Tickers,Shipper (Original Format),Shipper Global HQ,Shipper Global HQ Address,Shipper Global HQ D-U-N-S®,Shipper Domestic HQ,Shipper Domestic HQ Address,Shipper Domestic HQ D-U-N-S®,Shipper Ultimate Parent,Shipper Ultimate Parent Website,Shipper Ultimate Parent Headquarters Address,Shipper Ultimate Parent Profile,Shipper Ultimate Parent SPCIQ ID,Shipper Ultimate Parent MI Key,Shipper Ultimate Parent Stock Tickers,Carrier,Shipment Destination,Port of Lading,Port of Lading Region,Port of Lading Country,Port of Unlading,Port of Unlading Region,Port of Unlading Country,Place of Receipt,Vessel,Vessel Country,Vessel SCAC,Transport Flight Code,Is Containerized,Volume (TEU),Item Quantity,Weight (kg),Weight (t),Weight (Original Format),Value of Goods (USD),Equipment Type,Equipment Dimensions,Industry - GICS,Industry - GICS Description,Container Number,HS Code,Goods Shipped,Container Quantities,Divided/LCL
PEVGSC000346,2023-05-26,,Gsc Management Bah,,,North Dakota,,United States,"North Dakota, USA",,,,,,,,,,https://panjiva.com/Gsc-Management-Bah/133093183,,,,,,,,,Manufacturer,,,Gsc Management Bah,,,,,,,,,,,,,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Great Stirrup Cay, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CARIBBEAN EXPRESS I,Antigua & Barbuda,SILJ - Seacor Island Lines,1893S,,,1,290.0,0.29,0.29,65.0,,,15102010,Construction Materials,,2523,1 PL ASSORTED GENERAL MERCH GC006543 APSCO AES ITN X20230524145607 SHIPPED AT CONSIGNEE RISK,,
PEVGC120025,2023-05-24,,Decco,1596 Pioneer Way,El Cajon,California,92020-1673,,"1596 Pioneer Way, El Cajon California 92020-1673, United States",,,,,,,,,,https://panjiva.com/Decco/143722163,117484302.0,8212785.0,,Metals and Mining,,,,1974.0,,,,Decco,,,,,,,"Decco Castings, Inc.",www.deccocastings.com,"1596 Pioneer Way, El Cajon California 92020-1673, United States",https://panjiva.com/Decco-Castings-Inc/57606361,117484302.0,8212785.0,,HYBU - Hybur Ltd,Cayman Islands,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Georgetown, Cayman Islands",Caribbean,Cayman Islands,PT EVERGLADES,BF FORTALEZA,Cyprus,HYBU - Hybur Ltd,024SB,,,1,5930.0,5.93,5.93,1300.0,,,15102010,Construction Materials,,2523,9443774 SEAL104018915877396 SLAC. BUILDING MATERIALS MIXED COMMODITIES CONSIGNEE OWN CONTAINER AES ITN X20230524178356 X20230524178959 X20230524180557 X20230525181273 X20230524182556 X20230524183120 X20230524185601,,
PEVABH016441,2023-05-23,,Cement It,2455 E Sunrise Blvd Suite 1103,Fort Lauderdale,Florida,33304,,"2455 E Sunrise Blvd, Suite 1103, Fort Lauderdale Florida 33304, United States",,,,,,,,,,https://panjiva.com/Cement-It/133122199,528766674.0,13021994.0,,Trading Companies and Distributors,,,,1999.0,,,,Cement It,,,,,,,"Cement It, Inc.",www.cement-it.com,"2455 E Sunrise Blvd, Suite 1103, Fort Lauderdale Florida 33304, United States",https://panjiva.com/Cement-IT-Inc/65270314,528766674.0,13021994.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CARIBBEAN EXPRESS I,Antigua & Barbuda,SILJ - Seacor Island Lines,1892S,,,1,40930.0,40.93,40.93,9000.0,,,15102010,Construction Materials,,2523,12 PL CEMENT BAGS 480 BAGS 12 PL CEMENT BAGS 480 BAGS CEMENTIT INC. AES ITN X20230522017008,,
87159,2023-05-22,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,871,,,47,82470.0,82.47,82.47,14800.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT & SAKRETE,,
87160,2023-05-22,,Old Castle,,Atlanta,Georgia,30384,United States,"Atlanta, GA 30384, USA",,,,,,,,,,https://panjiva.com/Old-Castle/132969386,,,,,,,,,Manufacturer,,,Old Castle,,,,,,,,,,,,,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,871,,,14,21110.0,21.11,21.11,4600.0,,,15102010,Construction Materials,,2523,CEMENT MIX,,
87163,2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Order,,,,,,,,,,,,,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,871,,,14,20440.0,20.44,20.44,3700.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT & HARDWARE,,
87137,2023-05-22,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,871,,,15,20560.0,20.56,20.56,3700.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
PEVFPT025566,2023-05-22,,Unifrate Services,3450 West 84th Street,Hialeah,Florida,33018,United States,"Jeannie Commercial, 3450 W 84th St #102b, Hialeah, FL 33018, USA",,,,,,,,,,https://panjiva.com/Unifrate-Services/133154772,,,,,,,,,,,,Unifrate Services,,,,,,,,,,,,,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Freeport, Grand Bahama I, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CARIBBEAN EXPRESS I,Antigua & Barbuda,SILJ - Seacor Island Lines,1891S,,,1,210.0,0.21,0.21,46.0,,,15102010,Construction Materials,,2523,1 PL TILES HOME DEPOT REFUSAL OF ENTRY BY USDA T&E 639271150 SHIPPED AT CONSIGNEE RISK,,
PEVSPW004262,2023-05-20,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Eleuthera Island, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CAPE EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,1833S,,,1,22750.0,22.75,22.75,5000.0,,,15102010,Construction Materials,,2523,11 PL CEMENT 495 BAGS TRICO INTERNATIONAL AES ITN X20230505140790 SHIPPED AT CONSIGNEE RISK,,
PEVHIS009819,2023-05-19,,Fletcher A Larkin And Associates,4385 Ne 12th Ter,Oakland Park,Florida,33334-4724,,"4385 Ne 12th Ter, Oakland Park Florida 33334-4724, United States",,,,,,,,,,https://panjiva.com/Fletcher-A-Larkin-And-Associates/133002705,1931133351.0,133025435.0,,Marine,,6.0,,1976.0,"Manufacturer, Wholesale",,,Fletcher A Larkin And Associates,,,,,,,"Fletcher A. Larkin & Associates, Inc.",www.fletcherlarkin.com,"4385 Ne 12th Ter, Oakland Park Florida 33334-4724, United States",https://panjiva.com/Fletcher-A-Larkin-Associates-Inc/219356240,1931133351.0,133025435.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CARIBBEAN EXPRESS I,Antigua & Barbuda,SILJ - Seacor Island Lines,1888S,,,1,340.0,0.34,0.34,76.0,,,15102010,Construction Materials,,2523,1 PC SHINGLES OTHER ITEMS FLETCHER LARKIN INV SHORT SHIPPED FROM BL PEVHIS009819 AES ITN X20230423401232,,
10072433,2023-05-17,,Ctl,14729 182nd Street,,New York,11413,United States,"14729 182nd St, Queens, NY 11413, USA",,,,,,,,,,https://panjiva.com/Ctl/137779892,,,,,,,,,,,,Ctl,,,,,,,,,,,,,,TRKU - Turkon Container Transportation & Shipping,Turkey,"New York, New York",New York Region,United States,"All Other Turkey Mediterranean Region Ports, Turkey",Western Asia,Turkey,NEW YORK,KAAN KALKAVAN,Turkey,TRKU - Turkon Container Transportation & Shipping,UE1TK,,,7,4620.0,4.62,4.62,43900.0,,,"15101050, 15102010, 15104050, 20106020, 25101010","Specialty Chemicals, Construction Materials, Steel, Industrial Machinery, Auto Parts & Equipment",,33; 2523; 8708; 7222.20; 7318.15; 8708,COSMETICS; K CEMENT OR COMPOUNDS; PLASTIC AUTO PARTS; METAL BARS; IRON STEEL NON THREAD FASTENERS; AUTO PARTS,; ; ; ; ; ,
2,2023-05-14,,Martin Products Sales,Three Riverway Suite 1250,Houston,Texas,77056,,"Three Riverway, Suite 1250, Houston Texas 77056, United States",,,,,,,,,,https://panjiva.com/Martin-Products-Sales/132929016,4222707.0,4114803.0,,"Oil, Gas and Consumable Fuels",,206.0,,2002.0,,,,Martin Product Sales,,,,,,,Martin Resource Management Corporation,www.themartincompanies.com,"4200 B Stone Road, Kilgore Texas 75662, United States",https://panjiva.com/Martin-Resource-Management-Corporation/55184355,31154.0,4173287.0,,,Honduras,"Port of New Orleans, New Orleans, Louisiana",South Central Region,United States,"Puerto Cortes, Honduras",Central America,Honduras,NEW ORLEANS,JIN ZHOU WAN,PEOPLES,,,,,1,25935030.0,25935.03,25935.03,50833000.0,,,10102050,Coal & Consumable Fuels,,2715.00,ASPHALT CEMENT,,
OOLU2717717780,2023-05-12,,Scan Global Logistics,,,,,,United States,,,,,,,,,,https://panjiva.com/Scan-Global-Logistics/123674583,252128686.0,12324376.0,,Air Freight and Logistics,,35.0,,,Logistics,,,Scan Global Logistics,,,,,,,"Scan Global Logistics, Inc.",,United States,https://panjiva.com/Scan-Global-Logistics-Inc/65601415,252128686.0,12324376.0,,OOLU - Orient Overseas Container Line Ltd,,"Port of Virginia, Norfolk, Virginia",Southeast Region,United States,"Singapore, Singapore",South-Eastern Asia,Singapore,,Cosco Santos,,OOLU - Orient Overseas Container Line Ltd,076W,,,20 PL,15059.0,15.059,15059 KG,36200.0,,"L: unknown
H: unknown
W: unknown",15102010,Construction Materials,,Classified: 6810.99,CEMENT,,
PEVGHC000154,2023-05-10,,Cove Construction,211 Sawmill Lane,Martinsburg,Pennsylvania,16662,,"211 Sawmill Lane, Martinsburg Pennsylvania 16662, United States",,,,,,,,,,https://panjiva.com/Cove-Construction/133049597,1804587195.0,108013124.0,,,,,,2013.0,,,,Cove Construction,,,,,,,Cove Construction Fabrics & Pallets,,"211 Sawmill Lane, Martinsburg Pennsylvania 16662, United States",https://panjiva.com/Cove-Construction-Fabrics-Pallets/132641985,1804587195.0,108013124.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,CARIBBEAN EXPRESS I,Antigua & Barbuda,SILJ - Seacor Island Lines,1887S,,,1,47170.0,47.17,47.17,8500.0,,,15102010,Construction Materials,,2523.90,16 PL PORTLAND CEMENT NOVO 024456 16 PL PORTLAND CEMENT NOVO 024456 NOEEI 30.37A,,
10075113,2023-05-06,,Carotrans International,100 Walnut Avenue Suite 202,Clark,New Jersey,07066-5745,,"100 Walnut Avenue, Suite 202, Clark New Jersey 07066-5745, United States",,,,,,,,,,https://panjiva.com/Carotrans-International/133032036,771894.0,7368904.0,,Marine,,,,1978.0,"Manufacturer, Wholesale",,,Carotrans International,,,,,,,Mainfreight Limited,www.mainfreight.com,"2 Railway Lane, Otahuhu, Auckland 1062, New Zealand",https://panjiva.com/Mainfreight-Limited/55103250,882260.0,4995145.0,NZSE:MFT,TRKU - Turkon Container Transportation & Shipping,Turkey,"New York, New York",New York Region,United States,"All Other Turkey Mediterranean Region Ports, Turkey",Western Asia,Turkey,NEW YORK,MELCHIOR SCHULTE,Singapore,TRKU - Turkon Container Transportation & Shipping,OE1TK,,,266,6930.0,6.93,6.93,105000.0,,,"15101050, 20106015, 20106020, 25101010, 25201020, 25201040, 25202010, 30202010","Specialty Chemicals, Agricultural & Farm Machinery, Industrial Machinery, Auto Parts & Equipment, Home Furnishings, Household Appliances, Leisure Products, Agricultural Products",,1209.91; 5701.10; 9403; 3405.90; 3405.90; 8423.81; 8479.90; 8708; 8433.90; 8414.59; 9506.91,SEEDS; CARPETS HAND KNOTTED; KITCHEN REPLACEMENT SPARES; POLISHES & CREAMS; POLISHES & CREAMS; HEART LUNG MACHINES; MACHINERY PARTS; AUTOMOTIVE PARTS; AGRICULTURAL PRODUCTS; VENTLATION BLOWERS & ACCESSORIES; EXERCISE EQPT,; ; ; ; ; ; ; ; ; ; ,
SPCTPRG45944,2023-05-02,,Hougen Mfg. Inc.,3001 Hougen Drive,Swartz Creek,Michigan,48473,,"3001 Hougen Drive, Swartz Creek Michigan 48473, United States",,,,+1 810 635 7111,,,+1 810 635 8277,,,https://panjiva.com/Hougen-Mfg-Inc/32917541,6765671.0,6990600.0,,Machinery,20869134.0,130.0,,1959.0,Manufacturer,"3541, 3545, 3546, 5084",,Hougen Manufacturing,,,,,,,"Hougen Manufacturing, Inc.",www.hougen.com,"3001 Hougen Drive, Swartz Creek Michigan 48473, United States",https://panjiva.com/Hougen-Manufacturing-Inc/54250477,6765671.0,6990600.0,,LPUS - Linea Peninsular Inc,Mexico,"Port Panama City  Florida, Panama City, Florida",South Central Region,United States,"Progreso, Mexico",North America,Mexico,PANAMA CY FL,PROGRESO,Cyprus,LPUS - Linea Peninsular Inc,4440S,,,1,250.0,0.25,0.25,6300.0,,,20106020,Industrial Machinery,,8207.50,CUTTING TOOLS DRILLS REPLACEMENT PARTS & CUTTING FLUID,,
PEVFPT025300,2023-05-01,,Cesco,,,,,United States,United States,,,,,,,,,,https://panjiva.com/Cesco/133120667,,,,,,,,,,,,Cesco,,,,,,,,,,,,,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Freeport, Grand Bahama I, Bahamas",Caribbean,Bahamas,PT EVERGLADES,EMERALD EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,1675S,,,1,36050.0,36.05,36.05,7200.0,,,15102010,Construction Materials,,2523,11 PL BLACK BEAUTY IRON HORSE CESCO INC. AES ITNX20230427687390 SHIPPED AT CONSIGNEE RISK 11 PL BLACK BEAUTY IRON HORSE CESCO INC. AES ITNX20230427687390 SHIPPED AT CONSIGNEE RISK,,
PEVFPT025309,2023-05-01,,Caribbean Procurement,2001 Northeast 27th Court,Lighthouse Point,Florida,33064,United States,"2001 NE 27th Ct, Lighthouse Point, FL 33064, USA",,,,,,,,,,https://panjiva.com/Caribbean-Procurement/133046781,,,,,,,,,,,,Caribbean Procurement,,,,,,,,,,,,,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Freeport, Grand Bahama I, Bahamas",Caribbean,Bahamas,PT EVERGLADES,EMERALD EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,1675S,,,1,13600.0,13.6,13.6,2700.0,,,15102010,Construction Materials,,2523,1 UN MULTIQUIP250KW MOBIL GENERATOR2013BLACK SN 9100325  T101203 CARIBBEAN PROCUREMENT INC. AES ITN X20230412825053 SHIPPED AT CONSIGNEE RISK 1 UN MULTIQUIP 250K W MOBILE GENERATOR SET2013 BLACK SN 9100326  T101203 CARIBBEAN PROCUREMENT INC. AES ITN X20230412825053 SHIPPED AT CONSIGNEE RISK,,
