bill of lading number,bill of lading type,arrival date,consignee (original format),shipper (original format),shipper (roll),consignee (roll),carrier,notify party,shipment origin,shipment destination,shipment destination region,shipment destination region roll,port of unlading roll up,port of unlading region,port of lading,port of lading country,place of receipt,vessel,vessel voyage id,vessel imo,quantity,measurement, weight (t) ,weight (original format),value of goods (usd),industry - gics,hs code,goods shipped,group,category,cargo,cargo detail,shipper unified,consignee unified,notify unified,report 1,report 2,report 3,report 4,report 5,report 6,filter,count
ADLP5BGV31102001,Simple,11/23/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
801 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,CAPTAIN ANTONIS,01,9583201,1 BLK, CM,61700.55,61700550 K,146662000,15101010,Classified: 2836.50,"61, 700. 550 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPAWJZ10282401,Simple,11/14/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
301 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,JAG ARNAV,0921,9705354,1 BLK, CM,59893.3,59893300 K,142366000,15101010,Classified: 2836.50,"59, 893. 300 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
CINT3992MORPBA01,Simple,11/5/2024,"MOSAIC FERTILIZER LLC
13830 CIRCA CROSSING DRIVE
LITHIA
FLORIDA 33547","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
INT 301 URB SANTA ANA
LIMA PERU",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,CINT - Cargill International S A,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,PERU,INFINITY SKY,46,,1 BLK, ,51401,51401 ET,401853000,25202010,Classified: 9503.00,"51, 400. 710 MT PHOSPHATE ROCK IN BULK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLP3FIA51008001,Simple,10/27/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL. DIONISIO DERTEANO NRO. 184
INT 301 URB SANTA ANA
LIMA
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,PERSEUS,01,9723631,1 BLK, CM,59878.8,59878800 K,195864000,15101010,Classified: 2836.50,PHOSPHATE ROCK,Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPPRTK09202401,Simple,10/19/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
301 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,PRT KAHO,03,9701152,1 BLK, CM,57640.57,57640570 K,188542000,15101010,Classified: 2836.50,"57, 640. 570 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
CINT3972MORPBA01,Simple,10/2/2024,"MOSAIC FERTILIZER LLC
13830 CIRCA CROSSING DRIVE
LITHIA
FLORIDA 33547","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184 INT
301 URB SANTA ANA EDIFICIO TORRE
LIMA PERU",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,CINT - Cargill International S A,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,PERU,BORDO MAVI,16,,1 BLK, ,51226,51226 ET,390035000,25202010,Classified: 9503.00,"51, 225. 500 MT PHOSPHATE ROCK IN BULK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLP5LRC80910001,Simple,10/1/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
801 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,STAR SKY,1,9399105,1 BLK, CM,60500,60500000 K,6413000,15102010,Classified: 2510.20,"60, 500. 000 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPD5SC40824001,Simple,9/18/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184 INT
301 URB SANTA ANA EDIFICIO TORRE
LIMA - SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,SEACON SHANGHAI,001,,1 BLK, CM,59350.37,59350370 K,6291000,15102010,Classified: 2510.20,"59, 350. 370 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
SWMN300824CCPX01,Simple,9/11/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIA, FLORIDA 33547","COMPANIA MINERA MISKI MAYO SRL
CAL.DIONISIO DERTEANO NRO 184 INT
301 URB SANTA ANA EDIFICIO TORRE IC
SAN ISIDRO - LIMA -PERU",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,SWMN - Swissmarine Services S A,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,BAYOVAR PORT PERU,UNITY EXPLORER,08,9726035,1 BLK, ,51300,51300 ET,390598000,25202010,Classified: 9503.00,"PHOSPHATE ROCK IN BULK {51, 300. 360MT}",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPBPMI70821001,Simple,9/5/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
801 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,GUO YUAN 8,001,9579236,1 BLK, CM,57121.68,57121680 K,434924000,25202010,Classified: 9503.00,"57, 121. 680 MT PHOSPHATE ROCK IN BULK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
CINT3963MORPBA01,Simple,8/30/2024,"MOSAIC FERTILIZER LLC
13830 CIRCA CROSSING DRIVE
LITHIA
FLORIDA 33547","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
INT 301 URB SANTA ANA
LIMA PERU",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,CINT - Cargill International S A,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,PERU,INFINITY SKY,44,,1 BLK, ,51546,51546 ET,5567000,15102010,Classified: 2510.20,"51, 545. 590 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPPEBAY2589,Simple,8/28/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
301 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,AIANTAS,01,9729879,1 BLK, CM,59400.61,59400610 K,6415000,15102010,Classified: 2510.20,PHOSPHATE ROCK,Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPD5BN90824001,Simple,8/13/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL. DIONISIO DERTEANO NRO. 184
INT 301 URB SANTA ANA
LIMA
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,KYRA ZAFIRA,01,9590175,1 BLK, CM,59500.34,59500340 K,6426000,15102010,Classified: 2510.20,PHOSPHATE ROCK,Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
WBCP00088169,Simple,8/12/2024,"MOSAIC FERTILIZER LLC
13830 CIRCA DROSSING DR
LITHIA. FL 33547
813 500 6300","COMPANIA MINERA MISKI MAYO S.R.L.
CAL. DIONISIO DERTEANO NOR. 184
INT. 301 URB. SANTA ANA (EDIFICIO
TORRE ICHMA) LIMA, SAN ISIDRO
TERUC: 20506285314",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,WBCP - Western Bulk Carriers As,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,BAYOVAR,NAVIOS VENUS,1,9713492,1 BLK, ,52235.02,52235020 ET,366063000,25202010,Classified: 9503.00,PHOSPHATE ROCK IN BULK,Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
DMNASEABIRD01001,Simple,8/6/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIA FL33547 US","COMPANIA MINERA MISKI MAYO SRL
CAL. DIONISIO DERTEANO NRO. 184
INT. 301 URB. SANTA ANA, SAN ISIDRO
LIMA PE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,DMNA - Dampskibsselskabet Norden Aktieselskab,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,"BAYOVAR PORT,PERU",SEABIRD,10,,1 BLK, ,52451,52451 ET,367577000,25202010,Classified: 9503.00,"PHOSPHATE ROCK IN BULK (52, 450. 560 MT)",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
DMNAIRONLADY2201,Simple,8/2/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DRIVE
LITHIA FL33547 US","COMPANIA MINERA MISKI MAYO S.R.L.
CAL. DIONISIO DERTEANO NRO. 184
INT. 301 URB. SANTA ANA, SAN ISIDRO
LIMA PE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,DMNA - Dampskibsselskabet Norden Aktieselskab,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,"BAYOVAR PORT,PERU",IRON LADY,22,,1 BLK, ,30981,30981 ET,45046000,30202030,Classified: 2309.90,"PHOSPHATE ROCK IN BULK (30, 981. 390 METRIC TONS)",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPBFCV0724001,Simple,7/29/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL. DIONISIO DERTEANO NRO. 184
INT 301 URB SANTA ANA
LIMA
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,GUO YUAN 32,901,9591480,1 BLK, CM,56312.2,56312200 K,6251000,15102010,Classified: 2510.20,PHOSPHATE ROCK,Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPBFCV0724001,Simple,7/29/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL. DIONISIO DERTEANO NRO. 184
INT 301 URB SANTA ANA
LIMA
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,GUO YUAN 32,901,9591480,1 BLK, CM,56312.2,56312200 K,6251000,15102010,Classified: 2510.20,PHOSPHATE ROCK,Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
SWMN100724BAYX01,Simple,7/22/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIA, FLORIDA 33547","COMPANIA MINERA MISKI MAYO SRL
CAL.DIONISIO DERTEANO NRO 184 INT
301 URB SANTA ANA EDIFICIO TORRE IC
SAN ISIDRO - LIMA",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,SWMN - Swissmarine Services S A,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,BAYOVAR PERU,SAKIZAYA RESPECT,19,,1 BLK, ,60500,60500 ET,397001000,25202010,Classified: 9503.00,"PHOSPHATE ROCK IN BULK {60, 500. 000 MT}",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
SWMN100724BAYX01,Simple,7/22/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIA, FLORIDA 33547","COMPANIA MINERA MISKI MAYO SRL
CAL.DIONISIO DERTEANO NRO 184 INT
301 URB SANTA ANA EDIFICIO TORRE IC
SAN ISIDRO - LIMA",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,SWMN - Swissmarine Services S A,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,BAYOVAR PERU,SAKIZAYA RESPECT,19,,1 BLK, ,60500,60500 ET,397001000,25202010,Classified: 9503.00,"PHOSPHATE ROCK IN BULK {60, 500. 000 MT}",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
SWMN050724BAYX01,Simple,7/15/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIA, FLORIDA 33547","COMPANIA MINERA MISKI MAYO SRL
CAL.DIONISIO DERTEANO NRO 184 INT
301 URB SANTA ANA EDIFICIO TORRE IC
SAN ISIDRO - LIMA",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,SWMN - Swissmarine Services S A,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,BAYOVAR PORT PERU,MH ARPEGGIO,16,9916965,1 BLK, ,50482,50482 ET,5604000,15102010,Classified: 2510.20,"PHOSPHATE ROCK {50, 482. 680 MT}",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
SWMN050724BAYX01,Simple,7/15/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIA, FLORIDA 33547","COMPANIA MINERA MISKI MAYO SRL
CAL.DIONISIO DERTEANO NRO 184 INT
301 URB SANTA ANA EDIFICIO TORRE IC
SAN ISIDRO - LIMA",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,SWMN - Swissmarine Services S A,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,BAYOVAR PORT PERU,MH ARPEGGIO,16,9916965,1 BLK, ,50482,50482 ET,5604000,15102010,Classified: 2510.20,"PHOSPHATE ROCK {50, 482. 680 MT}",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPV7NA40624001,Simple,7/10/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
801 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,RB MYA,921,9730842,1 BLK, CM,58750,58750000 K,6521000,15102010,Classified: 2510.20,"58, 750. 000 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLPV7NA40624001,Simple,7/10/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
801 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,RB MYA,921,9730842,1 BLK, CM,58750,58750000 K,6521000,15102010,Classified: 2510.20,"58, 750. 000 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
DMNALILACASA1501,Simple,7/5/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIA FL33547 US","COMPANIA MINERA MISKI MAYO S.R.L.
CAL. DIONISIO DERTEANO NRO. 184
INT. 301 URB. SANTA ANA, SAN ISIDRO
LIMA PE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,DMNA - Dampskibsselskabet Norden Aktieselskab,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,"BAYOVAR PORT,PERU",LILA CASABLANCA,15,,1 BLK, ,33812,33812 ET,226033000,25202010,Classified: 9503.00,"PHOSPHATE ROCK IN BULK (33, 812. 160 MT)",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
DMNALILACASA1501,Simple,7/5/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIA FL33547 US","COMPANIA MINERA MISKI MAYO S.R.L.
CAL. DIONISIO DERTEANO NRO. 184
INT. 301 URB. SANTA ANA, SAN ISIDRO
LIMA PE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,DMNA - Dampskibsselskabet Norden Aktieselskab,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,"BAYOVAR PORT,PERU",LILA CASABLANCA,15,,1 BLK, ,33812,33812 ET,226033000,25202010,Classified: 9503.00,"PHOSPHATE ROCK IN BULK (33, 812. 160 MT)",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLP3E2113062401,Simple,7/4/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
801 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,JC NATURE,1,9316672,1 BLK, CM,58850.09,58850090 K,6591000,15102010,Classified: 2510.20,"58, 850. 090 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
ADLP3E2113062401,Simple,7/4/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIAFL 33547
US","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
801 URB SANTA ANA EDIFICIO TORRE
SAN ISADORO
TEPE",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,ADLP - Adm International Sarl,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,ALL OTHER PERU PO,JC NATURE,1,9316672,1 BLK, CM,58850.09,58850090 K,6591000,15102010,Classified: 2510.20,"58, 850. 090 MT PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
PBIMKEIS8001,Simple,6/26/2024,"MOSAIC FERTILIZER, LLC
13830 CIRCA CROSSING DR
LITHIA, FLORIDA 33547 U.S.A","COMPANIA MINERA MISKI MAYO S.R.L.
CAL.DIONISIO DERTEANO NRO. 184 INT
301 URB. SANTA ANA (EDIFICIO TORRE
ICHMA) LIMA - LIMA - SAN ISIDRO -
TEPERU RUC: 20506285314",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,PBIM - Pacific Basin Supramax Limited,MOSAIC FERTILIZER LLC,Peru,"Port of Gramercy, Gramercy, Louisiana",South Central Region,South Central Region,Lower Mississippi River,South Central Region,"All Other Peru Ports, Peru",Peru,BAYOVAR PORT,KELLETT ISLAND,80,,1 BLK, ,50228.14,50228140 KG,335775000,25202010,Classified: 9503.00,PHOSPHATE ROCK IN BULK,Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
CINT3931MORPBA01,Simple,6/23/2024,"MOSAIC FERTILIZER LLC
13830 CIRCA CROSSING DRIVE
LITHIA
FLORIDA 33547","COMPANIA MINERA MISKI MAYO SRL
CAL DIONISIO DERTEANO NRO 184
INT 301 URB SANTA ANA
LIMA PERU",COMPANIA MINERA MISKI MAYO S.R.L.,MOSAIC,CINT - Cargill International S A,MOSAIC FERTILIZER LLC,Peru,"Port Manatee, Florida",Southeast Region,Southeast Region,Tampa Bay,Southeast Region,"All Other Peru Ports, Peru",Peru,PERU,SOUNION,9,,1 BLK, ,51630,51630 ET,5783000,15102010,Classified: 2510.20,"51, 650. 300 METRIC TONS PHOSPHATE ROCK",Bulk,Fertilizer,Phosphourus Fertilizers,Phosrock,COMPANIA MINERA MISKI MAYO S.R.L.,Mosaic,",",,,,,,,,1
